Date,Open,High,Low,Close,Volume,ETF_Open,ETF_High,ETF_Low,ETF_Close,ETF_Volume
2007-06-04,15.193,15.591,15.098,15.538,247259754,22.733,22.892,22.724,22.883,1594506
2007-06-05,15.548,15.713,15.431,15.71,256806653,22.768,22.837,22.66,22.803,1547897
2007-06-06,15.667,15.885,15.616,15.833,310164573,22.707,22.733,22.536,22.536,2304805
2007-06-07,16.006,16.341,15.776,15.886,534344969,22.502,22.633,22.163,22.216,2782589
2007-06-08,16.089,16.112,15.659,15.944,346277112,22.181,22.608,22.181,22.528,1886024
2007-06-11,16.137,16.156,15.308,15.392,522698680,22.511,22.643,22.465,22.572,1262749
2007-06-12,15.285,15.589,15.151,15.417,397844813,22.413,22.572,22.287,22.305,1615326
2007-06-13,15.511,15.519,14.778,15.048,480137758,22.403,22.59,22.314,22.59,1747558
2007-06-14,15.009,15.295,14.91,15.208,271426767,22.572,22.821,22.572,22.803,955689
2007-06-15,15.443,15.451,15.351,15.431,226221000,22.92,23.008,22.874,22.92,976143
2007-06-18,15.788,16.03,15.693,16.017,253942219,23.059,23.059,22.864,22.982,740338
2007-06-19,15.974,16.008,15.742,15.836,263011080,22.845,23.017,22.837,22.974,1471688
2007-06-20,15.863,15.966,15.561,15.568,250306692,23.069,23.069,22.714,22.837,1250707
2007-06-21,15.579,15.916,15.457,15.866,241756386,22.698,22.965,22.651,22.956,1769171
2007-06-22,15.861,15.939,15.671,15.752,176219294,22.714,22.929,22.608,22.698,2133831
2007-06-25,15.905,16.017,15.503,15.666,269232607,22.707,22.855,22.502,22.616,1644092
2007-06-26,15.877,15.878,15.203,15.322,374081367,22.751,22.751,22.475,22.536,2342996
2007-06-27,15.448,15.628,15.272,15.61,271833544,22.475,22.821,22.421,22.76,4589021
2007-06-28,15.684,15.686,15.369,15.439,233910600,22.768,22.965,22.768,22.837,1914257
2007-06-29,15.623,15.878,15.507,15.628,316362049,22.92,22.982,22.608,22.76,1577437
2007-07-02,15.509,15.633,15.276,15.529,277528323,22.83,22.989,22.83,22.956,1887399
2007-07-03,15.623,16.315,15.561,16.285,324196349,23.025,23.169,23.017,23.114,1750759
2007-07-05,16.495,17.028,16.481,16.999,404690317,23.151,23.851,23.086,23.205,3779626
2007-07-06,17.052,17.076,16.7,16.943,243805189,23.239,23.335,23.178,23.248,3070500
2007-07-09,16.943,17.02,16.543,16.692,277427270,23.291,23.391,23.221,23.383,1136628
2007-07-10,16.527,17.223,16.497,16.95,349719688,23.16,23.317,23.069,23.114,2400633
2007-07-11,16.904,17.124,16.816,16.955,228826496,23.078,23.291,23.008,23.248,1227612
2007-07-12,17.137,17.192,16.955,17.167,196391708,23.3,23.7,23.283,23.638,1448601
2007-07-13,17.288,17.656,17.224,17.639,252948977,23.674,23.996,23.596,23.691,1888611
2007-07-16,17.744,17.925,17.611,17.684,260952496,23.665,23.818,23.605,23.764,1567490
2007-07-17,17.709,17.88,17.611,17.788,197627504,23.755,23.941,23.736,23.842,1477595
2007-07-18,17.696,17.727,17.423,17.686,211062111,23.665,23.736,23.451,23.718,1726522
2007-07-19,17.965,18.032,17.887,17.927,204095535,23.932,24.024,23.833,23.913,3386150
2007-07-20,18.144,18.464,17.927,18.409,324422187,23.842,23.876,23.613,23.825,1769625
2007-07-23,18.366,18.598,18.049,18.401,288496408,23.851,23.95,23.783,23.858,1240364
2007-07-24,17.781,18.058,17.18,17.271,500393811,23.605,23.868,23.461,23.621,1954888
2007-07-25,17.596,17.717,17.288,17.578,418343924,23.621,23.825,23.16,23.647,4530508
2007-07-26,18.688,19.018,17.539,18.696,609713291,23.647,23.647,22.892,23.291,3343879
2007-07-27,18.715,19.071,18.411,18.421,322997313,23.196,23.3,22.793,22.793,2316526
2007-07-30,18.476,18.628,17.876,18.112,308938917,22.892,23.034,22.733,22.874,1805983
2007-07-31,18.314,18.374,16.843,16.873,490674255,23.205,23.205,22.608,22.714,3080273
2007-08-01,17.111,17.34,16.363,17.288,487845317,22.733,23.354,22.457,22.938,10765940
2007-08-02,17.531,17.539,17.18,17.477,237703871,22.92,23.16,22.864,22.982,5674156
2007-08-03,17.338,17.41,16.84,16.884,188995834,23.034,23.078,22.536,22.536,2989773
2007-08-06,17.02,17.325,16.431,17.323,257826874,22.689,22.902,22.484,22.892,2821359
2007-08-07,17.278,17.575,16.984,17.291,264743117,22.83,23.069,22.562,22.938,3507897
2007-08-08,17.514,17.526,16.904,17.16,225182326,23.096,23.291,22.989,23.291,5945588
2007-08-09,16.79,17.032,16.017,16.188,313384801,22.974,23.47,22.59,22.76,4146941
2007-08-10,15.752,16.36,15.408,16.006,393062029,22.429,22.707,22.163,22.438,5478426
2007-08-13,16.457,16.564,16.201,16.366,209871835,22.76,22.83,22.608,22.751,2993096
2007-08-14,16.43,16.431,15.841,15.882,205582841,22.768,22.803,22.181,22.287,1710662
2007-08-15,15.719,15.991,15.322,15.355,276360162,22.269,22.447,21.896,22.005,3457263
2007-08-16,14.97,15.175,14.295,14.989,519423293,21.843,21.932,21.248,21.86,4543690
2007-08-17,15.623,15.815,15.346,15.63,333047893,22.421,22.429,21.843,22.073,4507637
2007-08-20,15.878,15.945,15.431,15.649,223957303,22.253,22.297,22.039,22.153,2467008
2007-08-21,15.648,16.516,15.494,16.336,362635238,22.083,22.413,22.083,22.225,3212914
2007-08-22,16.815,16.999,16.692,16.969,292681523,22.519,22.572,22.395,22.519,2244287
2007-08-23,17.065,17.076,16.618,16.784,241472936,22.624,22.67,22.457,22.58,2144289
2007-08-24,16.716,17.338,16.624,17.328,253888243,22.58,22.946,22.528,22.902,2887926
2007-08-27,17.088,17.244,16.917,16.936,197001364,22.784,22.92,22.775,22.775,1652171
2007-08-28,16.757,16.958,16.216,16.24,328245497,22.689,22.707,22.278,22.367,3149112
2007-08-29,16.631,17.184,16.588,17.17,325045062,22.447,22.929,22.447,22.902,3680714
2007-08-30,16.977,17.703,16.943,17.447,399939244,22.76,23.16,22.598,22.999,4851002
2007-08-31,17.875,17.887,17.598,17.732,244094374,23.248,23.248,23.008,23.151,5234573
2007-09-04,17.927,18.662,17.908,18.462,365720853,23.186,23.656,23.151,23.504,4999254
2007-09-05,18.585,18.674,17.43,17.514,647417491,23.418,23.443,23.169,23.256,2770488
2007-09-06,17.366,17.621,16.993,17.29,529504287,23.345,23.391,23.178,23.373,2574543
2007-09-07,16.906,16.943,16.648,16.875,398554970,23.008,23.069,22.76,22.892,5329511
2007-09-10,17.543,17.677,17.154,17.507,414352649,23.041,23.114,22.724,22.845,3937292
2007-09-11,17.661,17.709,17.129,17.353,270375496,22.989,23.256,22.982,23.178,2790960
2007-09-12,17.416,17.853,17.386,17.525,285182768,23.114,23.308,23.059,23.114,3136177
2007-09-13,17.772,17.801,17.499,17.571,182992127,23.239,23.248,23.086,23.114,2064538
2007-09-14,17.487,17.798,17.441,17.776,169371181,22.92,23.105,22.92,22.999,3257886
2007-09-17,17.8,18.003,17.624,17.723,220975432,22.989,23.096,22.902,22.989,1045261
2007-09-18,17.795,18.295,17.653,18.048,296192315,23.186,23.451,22.803,23.443,3817719
2007-09-19,18.315,18.334,17.853,18.025,286043490,23.577,23.665,23.443,23.532,2331013
2007-09-20,17.945,18.156,17.843,17.967,191903497,23.495,23.7,23.495,23.621,2084782
2007-09-21,18.068,18.524,17.967,18.461,317434345,23.665,23.802,23.647,23.755,3967325
2007-09-24,18.781,19.189,18.781,18.99,292461723,23.802,23.977,23.691,23.691,7047707
2007-09-25,18.804,19.62,18.804,19.615,331618710,23.7,24.005,23.647,23.932,3337343
2007-09-26,19.776,19.849,19.368,19.565,271691797,24.322,24.322,23.96,24.081,4366417
2007-09-27,19.698,19.79,19.507,19.787,182925326,24.163,24.163,24.024,24.064,3041352
2007-09-28,19.644,19.798,19.562,19.653,171131375,24.332,24.332,23.923,23.977,2984888
2007-10-01,19.802,20.16,19.586,20.02,233145108,24.155,24.332,24.024,24.235,11407712
2007-10-02,20.079,20.31,19.964,20.292,220543979,24.422,24.422,24.209,24.322,4000166
2007-10-03,20.234,20.387,20.107,20.223,192841867,24.2,24.269,24.005,24.041,2310091
2007-10-04,20.229,20.243,19.657,20.008,182716015,24.155,24.155,23.977,24.099,5710270
2007-10-05,20.282,20.692,20.194,20.675,261664740,24.209,24.422,24.192,24.36,2171959
2007-10-08,20.894,21.504,20.87,21.504,232735102,24.341,24.5,24.322,24.404,973329
2007-10-09,21.783,21.914,21.345,21.497,307868594,24.574,24.635,24.439,24.582,3045514
2007-10-10,21.464,21.5,21.208,21.358,185672389,24.875,24.875,24.565,24.661,2017600
2007-10-11,21.706,22.01,19.619,20.776,455246229,24.769,24.901,24.235,24.394,5519611
2007-10-12,20.895,21.422,20.72,21.419,275185100,24.456,24.661,24.422,24.635,2460596
2007-10-15,21.511,21.714,20.938,21.382,300342626,24.376,24.695,24.322,24.456,5706889
2007-10-16,21.184,21.792,21.148,21.715,296293365,24.394,24.537,24.332,24.456,6301599
2007-10-17,22.116,22.159,21.668,22.125,314097892,24.805,24.805,24.37,24.661,7402372
2007-10-18,21.961,22.307,21.907,22.218,229374861,24.617,24.751,24.528,24.723,2696317
2007-10-19,22.303,22.365,21.771,21.824,359678702,24.723,24.732,24.081,24.137,3426159
2007-10-22,21.789,22.398,21.765,22.33,443542508,23.96,24.315,23.932,24.287,3776213
2007-10-23,24.14,24.152,23.405,23.84,499663734,24.537,24.644,24.341,24.556,7232631
2007-10-24,23.8,23.974,22.954,23.812,358751843,24.67,24.67,23.876,24.306,6311836
2007-10-25,23.673,23.807,23.262,23.407,270734530,24.465,24.528,24.118,24.509,3531559
2007-10-26,23.69,23.738,23.42,23.653,196930829,24.67,25.079,24.607,24.839,2943830
2007-10-29,23.781,23.895,23.653,23.703,150676483,24.91,24.99,24.814,24.91,2824143
2007-10-30,23.836,24.249,23.656,23.949,261833218,24.76,25.053,24.76,24.953,3074683
2007-10-31,24.041,24.347,23.686,24.327,232166600,25.293,25.353,24.99,25.248,4361565
2007-11-01,24.152,24.346,23.051,24.003,224376046,25.425,25.425,24.846,24.971,8101417
2007-11-02,24.223,24.259,23.496,24.059,279360391,25.239,25.239,24.741,25.028,5998588
2007-11-05,23.728,24.198,23.594,23.843,224072318,24.919,25.096,23.783,24.99,5292481
2007-11-06,23.953,24.588,23.725,24.56,266027068,25.222,25.222,24.796,25.123,3798820
2007-11-07,24.382,24.675,23.836,23.857,276595039,25.028,25.035,24.448,24.448,6564454
2007-11-08,23.885,23.935,21.486,22.469,526696031,23.746,24.36,23.354,23.577,16100245
2007-11-09,21.88,22.428,21.157,21.179,425162196,22.855,23.48,22.742,23.086,7200743
2007-11-12,21.13,21.479,19.291,19.691,492362604,22.67,23.23,22.67,22.714,8170697
2007-11-13,20.615,21.897,19.691,21.765,484373501,23.114,23.605,23.008,23.488,5037016
2007-11-14,22.733,22.739,20.97,21.274,403585172,24.005,24.005,23.186,23.354,6837609
2007-11-15,21.28,21.717,20.528,21.04,414487458,23.105,23.4,22.982,23.069,4353899
2007-11-16,21.193,21.388,20.405,21.309,385660112,23.025,23.443,23.025,23.4,3919818
2007-11-19,21.262,21.54,20.758,20.996,321694225,23.391,23.4,22.91,22.938,5361187
2007-11-20,21.247,22.0,20.942,21.623,429930531,23.373,23.373,22.707,23.132,5911250
2007-11-21,21.195,22.072,21.086,21.572,339509885,22.751,23.132,22.608,22.698,7085059
2007-11-23,22.027,22.033,21.739,21.967,129891462,22.714,23.025,22.714,22.92,992137
2007-11-26,22.268,22.7,22.072,22.097,363869639,23.186,23.186,22.395,22.438,3167639
2007-11-27,22.439,22.511,21.772,22.387,366923874,22.76,22.821,22.413,22.689,3791199
2007-11-28,22.669,23.128,22.456,23.08,320237489,23.186,23.48,22.956,23.354,4771880
2007-11-29,22.959,23.714,22.943,23.6,291924936,23.461,23.586,23.317,23.47,5258292
2007-11-30,24.016,24.039,23.012,23.335,331057965,24.127,24.127,23.141,23.345,4053642
2007-12-03,23.282,23.584,22.755,22.908,267838964,23.418,23.443,23.16,23.205,3008536
2007-12-04,22.679,23.167,22.667,23.027,215691856,23.196,23.308,22.938,23.114,2217517
2007-12-05,23.435,23.819,23.361,23.755,248378681,23.504,23.691,23.345,23.647,4348793
2007-12-06,23.847,24.346,23.834,24.327,250866121,23.818,23.968,23.605,23.886,2555535
2007-12-07,24.401,24.972,24.081,24.883,297123533,24.118,24.118,23.842,23.913,3146444
2007-12-10,24.79,25.057,24.675,24.873,201210463,24.173,24.173,23.905,24.032,2839833
2007-12-11,24.947,25.207,23.996,24.145,308945448,24.322,24.565,23.656,23.656,4125025
2007-12-12,24.779,24.905,23.787,24.441,341155751,24.269,24.315,23.7,24.064,4288712
2007-12-13,24.346,24.604,24.053,24.565,241126701,24.049,24.091,23.842,23.941,2833207
2007-12-14,24.369,25.612,24.273,24.381,188026204,24.032,24.056,23.755,23.793,2371616
2007-12-17,24.423,24.672,23.433,23.615,285267629,23.586,23.736,23.265,23.335,2202800
2007-12-18,23.916,23.989,22.872,23.433,340716873,23.559,23.559,23.132,23.335,3810196
2007-12-19,23.447,23.644,23.167,23.451,230164023,23.523,23.532,23.265,23.488,2146533
2007-12-20,23.748,24.054,23.477,23.974,215053709,23.818,23.825,23.532,23.825,2168718
2007-12-21,24.336,24.833,24.319,24.833,277136695,23.913,24.049,23.868,24.024,3429627
2007-12-24,24.973,25.527,24.944,25.459,133938457,24.244,24.244,24.064,24.2,941500
2007-12-26,25.486,25.735,25.205,25.478,196023777,24.182,24.385,24.072,24.332,2700986
2007-12-27,25.478,25.992,25.331,25.429,221610714,24.192,24.332,23.905,23.996,1893872
2007-12-28,25.681,25.811,25.213,25.591,193249555,24.37,24.37,23.818,23.876,1195332
2007-12-31,25.58,25.675,25.323,25.368,149767323,23.996,23.996,23.605,23.7,2009673
2008-01-02,25.547,25.646,24.658,24.951,300780650,23.691,23.755,23.086,23.221,8391904
2008-01-03,25.034,25.278,24.675,24.964,234652068,23.373,23.373,23.059,23.256,2262028
2008-01-04,24.527,24.715,22.91,23.057,405631839,22.855,22.892,22.225,22.348,4377918
2008-01-07,23.213,23.51,21.799,22.748,577574252,22.19,22.386,21.913,22.153,6298154
2008-01-08,23.06,23.368,21.874,21.932,424241367,22.253,22.447,21.513,21.569,5956420
2008-01-09,21.961,22.986,21.552,22.973,505605195,21.444,21.905,21.379,21.868,5983978
2008-01-10,22.748,23.181,22.463,22.796,413104626,21.657,22.153,21.488,21.905,7338779
2008-01-11,22.537,22.774,21.771,22.116,343006974,21.877,21.886,21.407,21.586,3694308
2008-01-14,22.743,22.976,22.434,22.898,306290012,21.868,22.092,21.824,22.021,4651782
2008-01-15,22.767,22.952,21.085,21.648,653218753,21.851,21.896,21.488,21.56,4120398
2008-01-16,21.144,21.644,20.068,20.443,617221901,21.328,21.488,20.954,21.088,7522229
2008-01-17,20.672,21.178,20.287,20.604,490056992,21.176,21.361,20.722,20.9,6325558
2008-01-18,20.709,21.228,20.438,20.664,478705168,20.91,21.14,20.537,20.537,5124830
2008-01-22,18.941,20.488,18.696,19.93,668204384,18.225,20.343,17.567,20.156,10099683
2008-01-23,17.439,17.927,16.154,17.81,939695278,19.559,20.334,18.943,20.334,9406618
2008-01-24,17.927,18.016,16.906,17.366,558747916,20.464,20.625,20.156,20.625,4653211
2008-01-25,17.804,17.813,16.598,16.65,432827562,21.121,21.121,20.231,20.306,4402162
2008-01-28,16.393,17.058,16.195,16.65,410897690,20.222,20.436,20.064,20.395,3252254
2008-01-29,16.802,17.004,16.528,16.845,306592896,20.697,20.697,20.287,20.574,4789108
2008-01-30,16.84,17.349,16.648,16.928,346000509,20.404,20.891,20.404,20.409,5625399
2008-01-31,16.608,17.499,16.57,17.337,374807167,20.093,20.935,20.093,20.669,6799958
2008-02-01,17.454,17.49,16.928,17.129,281707026,20.964,21.034,20.65,21.026,3526247
2008-02-04,17.19,17.403,16.83,16.86,250535180,21.061,21.061,20.59,20.59,2204586
2008-02-05,16.7,17.159,16.507,16.565,317853612,20.378,20.436,20.009,20.074,4661824
2008-02-06,16.759,16.895,15.597,15.623,437605500,20.102,20.258,19.746,19.851,6928410
2008-02-07,15.364,15.981,15.017,15.526,580659389,19.559,20.018,19.433,19.976,5352446
2008-02-08,15.632,16.097,15.574,16.07,377878653,19.851,20.027,19.718,19.824,5378755
2008-02-11,16.399,16.646,16.29,16.577,334732316,19.933,20.222,19.897,20.174,3590337
2008-02-12,16.744,16.774,15.83,15.991,341619552,20.427,20.427,20.055,20.212,5381300
2008-02-13,16.231,16.62,16.087,16.57,269675765,20.418,20.758,20.102,20.678,6475912
2008-02-14,16.578,16.751,16.265,16.322,265982495,20.821,20.821,20.268,20.268,4099958
2008-02-15,16.173,16.273,15.886,15.962,250737774,20.055,20.287,20.055,20.198,2600980
2008-02-19,16.142,16.232,15.552,15.644,279953599,20.231,20.436,19.771,20.009,2600779
2008-02-20,15.649,15.958,15.584,15.856,269429202,19.897,20.102,19.665,20.045,6507326
2008-02-21,16.149,16.198,15.476,15.567,261418619,20.241,20.287,19.771,20.009,3877062
2008-02-22,15.687,15.689,14.839,15.296,426218780,20.002,20.002,19.584,19.993,3378555
2008-02-25,15.186,15.391,14.94,15.335,350160432,19.924,20.174,19.833,20.111,2787992
2008-02-26,15.066,15.507,14.784,15.258,417111822,20.027,20.409,19.897,20.343,3486304
2008-02-27,15.143,15.758,15.122,15.748,407279206,20.287,20.49,20.045,20.361,2836755
2008-02-28,16.282,16.929,16.106,16.636,450691198,20.343,20.473,20.102,20.102,3042621
2008-02-29,16.559,16.676,15.984,16.009,347604195,19.993,20.129,19.691,19.691,5054396
2008-03-03,15.932,16.134,15.112,15.591,444179020,19.718,19.78,19.505,19.682,3284475
2008-03-04,15.621,15.993,15.42,15.961,497707051,19.469,19.755,19.32,19.709,4846771
2008-03-05,15.827,16.024,15.653,15.942,339718950,19.87,20.018,19.674,19.851,5960979
2008-03-06,15.995,16.328,15.47,15.484,410732148,19.943,19.943,19.496,19.576,3393956
2008-03-07,15.431,15.749,15.247,15.653,343135737,19.32,19.78,19.284,19.576,5190400
2008-03-10,15.641,15.811,15.285,15.328,278980325,19.524,19.629,19.302,19.362,10471092
2008-03-11,15.843,16.325,15.623,16.308,324881375,19.682,20.045,19.433,20.045,5975054
2008-03-12,16.264,16.48,16.028,16.14,295393929,20.093,20.156,19.789,19.842,4952261
2008-03-13,15.871,16.582,15.752,16.385,352229888,19.542,20.018,19.416,19.763,4402087
2008-03-14,16.647,16.687,15.906,16.213,322574554,19.897,20.009,19.302,19.515,9265150
2008-03-17,15.697,16.468,15.694,16.23,298973888,18.829,19.655,18.767,19.425,6429574
2008-03-18,16.561,17.032,16.479,17.009,335975837,19.888,20.296,19.584,20.296,6875119
2008-03-19,17.043,17.197,16.605,16.605,281724859,20.222,20.258,19.647,19.691,8336545
2008-03-20,16.754,17.069,16.543,17.066,253287048,19.584,20.036,19.584,19.907,7859604
2008-03-24,17.167,18.038,17.116,17.872,297599035,20.241,20.715,20.156,20.608,4556689
2008-03-25,17.926,18.326,17.588,18.055,293513679,20.678,20.687,20.418,20.625,3725902
2008-03-26,18.041,18.663,18.009,18.579,329588666,20.59,20.59,20.182,20.222,7259570
2008-03-27,18.554,18.61,17.926,17.958,278205997,20.203,20.343,19.95,20.064,7993828
2008-03-28,18.16,18.524,18.133,18.315,199318317,20.198,20.268,19.861,19.943,5015961
2008-03-31,18.339,18.66,18.251,18.377,213931597,20.018,20.174,19.879,19.916,6537794
2008-04-01,18.736,19.166,18.392,19.148,287519306,20.378,20.794,20.222,20.49,8626476
2008-04-02,19.079,19.363,18.675,18.887,290735661,20.777,20.927,20.528,20.741,4150067
2008-04-03,18.839,19.673,18.826,19.415,293199532,20.617,20.803,20.464,20.732,7321768
2008-04-04,19.492,19.811,19.306,19.603,238196737,20.768,20.847,20.509,20.659,4590824
2008-04-07,20.001,20.448,19.864,19.964,322998125,20.741,20.91,20.632,20.678,2233111
2008-04-08,19.654,20.033,19.507,19.574,282722188,20.528,20.608,20.427,20.556,2475193
2008-04-09,19.637,19.708,19.269,19.394,243557848,20.574,20.574,20.241,20.464,2155256
2008-04-10,19.352,19.903,19.286,19.792,266538010,20.418,20.768,20.418,20.632,2489438
2008-04-11,19.546,19.629,18.748,18.843,335743874,20.436,20.464,20.045,20.083,8125733
2008-04-14,18.782,19.113,18.51,18.924,235659480,20.083,20.212,19.976,20.002,2466670
2008-04-15,19.132,19.172,18.661,19.003,193859954,20.064,20.111,19.833,20.002,5068094
2008-04-16,19.433,19.734,19.289,19.682,221690612,20.296,20.821,20.241,20.821,5229418
2008-04-17,19.746,19.977,19.637,19.786,196087503,20.617,20.821,20.446,20.812,3293184
2008-04-18,20.368,20.781,20.282,20.623,286176516,21.167,21.293,21.008,21.176,3108633
2008-04-21,20.791,21.576,20.716,21.534,289503500,21.121,21.344,21.069,21.31,5957260
2008-04-22,21.441,21.514,20.244,20.515,400204854,21.275,21.284,20.981,21.203,5715313
2008-04-23,21.009,21.11,20.628,20.86,419493319,21.221,21.48,21.193,21.337,4184197
2008-04-24,21.175,21.768,20.388,21.636,473335824,21.523,21.843,21.293,21.594,3728747
2008-04-25,21.86,21.913,21.312,21.736,276783580,21.61,21.684,21.176,21.337,6364072
2008-04-28,21.739,22.25,21.661,22.057,219367063,21.737,21.737,21.31,21.337,11498003
2008-04-29,21.914,22.496,21.802,22.418,257241562,21.389,21.61,21.344,21.542,3272057
2008-04-30,22.564,23.051,22.144,22.275,317442129,21.602,21.763,21.158,21.158,3691433
2008-05-01,22.405,23.051,22.393,23.051,251633136,21.488,22.092,21.462,22.047,8541489
2008-05-02,23.075,23.294,22.865,23.173,277738755,22.234,22.234,21.851,22.039,7301433
2008-05-05,23.294,23.73,23.188,23.656,238104028,22.083,22.128,21.851,21.941,1728308
2008-05-06,23.647,23.962,23.33,23.905,255948722,21.868,22.244,21.746,22.209,3935138
2008-05-07,23.825,24.103,23.523,23.609,195738103,22.101,22.262,21.719,21.817,5292136
2008-05-08,23.533,23.884,23.445,23.699,250554038,21.905,22.013,21.753,21.851,8399220
2008-05-09,23.457,23.596,23.226,23.491,187593127,21.763,21.896,21.594,21.782,3289949
2008-05-12,23.72,24.186,23.417,24.097,228261727,21.868,22.135,21.801,22.135,1857189
2008-05-13,24.152,24.517,24.057,24.329,229128499,22.03,22.153,21.941,22.135,6183227
2008-05-14,24.497,24.619,23.765,23.853,255441462,22.244,22.502,22.171,22.181,4753479
2008-05-15,23.919,24.32,23.59,24.298,243325898,22.2,22.651,22.171,22.608,3141651
2008-05-16,24.369,24.369,23.949,24.028,213366015,22.67,22.67,22.358,22.554,4085010
2008-05-19,24.062,24.164,23.218,23.51,263760564,22.651,22.837,22.457,22.67,4738003
2008-05-20,23.284,23.84,23.065,23.807,270241158,22.447,22.447,22.083,22.314,3504087
2008-05-21,23.769,24.075,22.57,22.819,322612253,22.181,22.314,21.719,21.728,4747350
2008-05-22,22.948,23.222,22.027,22.673,336519572,21.801,22.021,21.782,21.809,3093147
2008-05-23,23.148,23.304,22.767,23.202,252938866,21.782,21.868,21.61,21.763,3401786
2008-05-27,23.41,23.875,23.285,23.875,220113009,21.728,22.153,21.728,22.118,2889935
2008-05-28,24.01,24.069,23.526,23.95,207308665,22.244,22.269,22.013,22.244,5628758
2008-05-29,23.939,24.103,23.755,23.908,180316589,22.253,22.528,22.153,22.403,2824338
2008-05-30,24.012,24.273,23.995,24.171,169927452,22.511,22.624,22.447,22.536,3081440
2008-06-02,24.14,24.287,23.631,23.831,189380334,22.475,22.484,22.03,22.216,3991901
2008-06-03,23.935,24.103,23.353,23.738,209303027,22.253,22.438,21.922,22.092,5700148
2008-06-04,23.564,23.959,23.465,23.717,202738767,22.013,22.331,21.987,22.135,5560919
2008-06-05,23.853,24.313,23.781,24.258,210204143,22.269,22.679,22.225,22.59,4443919
2008-06-06,24.075,24.327,23.762,23.774,269046995,22.484,22.484,21.977,21.977,7154526
2008-06-09,23.682,23.685,22.505,23.257,526264929,22.135,22.135,21.7,21.932,4590727
2008-06-10,23.095,23.919,22.926,23.774,318040510,21.628,22.013,21.602,21.834,4818627
2008-06-11,23.607,23.819,22.996,23.156,267941514,21.728,21.753,21.275,21.275,6436590
2008-06-12,23.236,23.387,21.926,22.189,364403085,21.425,21.647,21.231,21.513,5652820
2008-06-13,21.961,22.303,21.171,22.074,375180778,21.569,21.868,21.472,21.746,3634808
2008-06-16,21.932,22.781,21.653,22.647,293123381,21.691,21.941,21.586,21.801,2771127
2008-06-17,22.817,23.304,22.719,23.233,250860097,21.913,21.932,21.657,21.709,4555538
2008-06-18,23.181,23.333,22.712,22.894,226169454,21.569,21.594,21.354,21.48,4981932
2008-06-19,22.857,23.353,22.642,23.167,220848579,21.354,21.772,21.185,21.56,7116620
2008-06-20,22.929,23.181,22.411,22.446,247567738,21.462,21.462,20.954,21.113,7264340
2008-06-23,22.383,22.523,21.97,22.174,180076401,21.113,21.167,20.839,20.918,4700887
2008-06-24,22.033,22.509,21.978,22.187,173441356,20.839,21.113,20.625,20.891,6170770
2008-06-25,22.346,22.904,22.268,22.716,179458876,20.945,21.397,20.945,21.069,5773004
2008-06-26,22.302,22.39,21.515,21.546,242173913,20.873,20.918,20.277,20.669,6016479
2008-06-27,21.314,21.842,21.022,21.78,289785857,20.436,20.5,20.129,20.395,10579086
2008-06-30,21.774,22.027,21.336,21.444,190779913,20.268,20.49,20.212,20.37,5360546
2008-07-01,21.009,22.376,21.002,22.37,309727561,20.129,20.361,19.924,20.222,10404046
2008-07-02,22.418,22.724,21.537,21.537,233567418,20.352,20.427,19.916,19.959,7313371
2008-07-03,21.717,22.047,21.228,21.785,145977693,20.045,20.111,19.763,19.87,4824678
2008-07-07,22.154,22.685,22.012,22.432,228559086,20.093,20.352,19.763,20.093,7708295
2008-07-08,22.462,23.012,22.123,22.993,247711824,20.045,20.315,19.95,20.296,7507305
2008-07-09,23.084,23.168,22.302,22.315,249550627,20.277,20.277,19.647,19.691,6684783
2008-07-10,22.399,22.71,21.947,22.621,234103082,19.771,19.966,19.559,19.943,7334209
2008-07-11,22.458,22.682,21.9,22.103,259219811,19.746,20.036,19.486,19.755,14985877
2008-07-14,22.954,22.962,22.164,22.268,246917000,19.933,20.045,19.496,19.602,13310436
2008-07-15,22.065,22.249,21.309,21.723,289877701,19.371,19.888,19.184,19.559,12506924
2008-07-16,21.779,22.146,21.59,22.133,208531685,19.655,19.984,19.441,19.842,7715649
2008-07-17,22.294,22.408,21.948,22.002,210793201,20.093,20.287,19.861,20.045,14633832
2008-07-18,21.542,21.724,21.13,21.148,240622373,20.165,20.268,19.718,20.268,10876243
2008-07-21,21.373,21.451,20.633,21.295,355311216,20.027,20.036,19.718,19.87,5596172
2008-07-22,19.07,20.844,18.767,20.749,523327034,19.469,19.763,19.339,19.763,8743079
2008-07-23,21.148,21.56,20.689,21.29,295362486,19.916,20.25,19.814,20.121,9217667
2008-07-24,21.04,21.164,20.292,20.366,234088625,20.198,20.203,19.602,19.602,7131473
2008-07-25,20.538,20.874,20.319,20.761,176473261,19.879,19.943,19.682,19.879,11371386
2008-07-28,20.769,20.805,19.724,19.773,217660487,19.888,19.888,19.441,19.46,5772167
2008-07-29,19.883,20.42,19.676,20.117,190706395,19.567,19.897,19.559,19.851,4861746
2008-07-30,20.195,20.555,19.989,20.473,201962288,19.933,20.018,19.701,19.984,8505090
2008-07-31,20.194,20.772,20.103,20.356,177591108,19.824,20.129,19.737,19.87,6666301
2008-08-01,20.482,20.489,19.946,20.062,151903672,19.984,19.984,19.524,19.647,9886920
2008-08-04,20.052,20.221,19.584,19.622,164769142,19.718,19.799,19.559,19.746,5090524
